Title,Original Title,Author Names,Source,Publication Year,Date of Publication,Abstract,Original Abstract,Medline PMID,DOI
Peroneus longus autograft with lateral extra-articular tenodesis for revision anterior cruciate ligament surgery has excellent short-term outcomes,,"Arora M., Shah J.",Journal of Arthroscopic Surgery and Sports Medicine (2025) 6:2 (155-162). Date of Publication: 1 Jul 2025,2025,1-Jul-25,"Objectives: Revision of failed anterior cruciate ligament (ACL) surgery has consistently shown poorer clinical outcomes and lower return to sport rates than the primary ACL surgery. We investigated the clinical outcomes of using a peroneus longus (PL) graft for revision ACL surgery combined with a lateral extra-articular tenodesis procedure. Materials and Methods: Institutional ethics approval was obtained before the initiation of the study. Thirty consecutive patients were prospectively recruited with clinical and radiological evidence of ACL reconstruction failure and followed up for a one-year duration. Knee outcomes (Visual Analog Scale [VAS], International Knee Documentation Committee (IKDC) and Lysholm) scores, return to sport rates, ankle outcome measures (American Orthopedic Foot and Ankle score and functional ankle disability index), and complications were assessed. Results: All thirty patients were males with an average age of 28.9 ± 4.4 years. One third of the study population comprised athletes. Excellent knee and ankle outcomes were observed, with significant improvement in VAS, IKDC, and Lysholm scores over the study duration. The re-rupture rate in the entire study population was 7%, with a return to sport rate of 93% and a return to sport at a pre-injury level of 73% at an average duration of 10.8 months post-surgery. Conclusion: The use of PL graft combined with lateral extra-articular tenodesis in revision ACL surgery provides excellent clinical outcomes with a high return to sport rate and a low complication rate.",,,10.25259/JASSM_6_2025
Long-term outcomes of anterior cruciate ligament reconstruction: Peroneus longus versus hamstring tendons,,"Charan Teja K.V., Kumar S., Kumar A., Haripriya H.",Journal of Arthroscopic Surgery and Sports Medicine (2025) 6:2 (174-178). Date of Publication: 1 Jul 2025,2025,1-Jul-25,"Objectives: Management of anterior cruciate ligament (ACL) injuries evolved over the years, and the standard of care is arthroscopic ACL reconstruction (ACLR) with various graft options. The purpose of our study is to evaluate how good an alternative peroneus longus tendon (PLT) can be when used as a graft in primary ACLR by comparing the functional outcomes of patients undergoing ACLR with PLT versus Hamstring tendon (HT). Materials and Methods: Quasi-experimental study involving 40 patients each in the PLT group and HT group was performed. The knee functional outcomes were compared using the International Knee Documentation Committee (IKDC) score and Tegner Lysholm (TL) knee score measured preoperatively, at 3-, 6-, and 24-month post-surgery. Ankle site morbidity was measured by the foot and ankle disability index (FADI) score and the American Orthopedic Foot and Ankle Society score. Results: IKDC score in PLT group and HT group was 59.3 ± 16.08 and 48.25 ± 15.81 preoperatively, and it improved to 97.5 ± 2.58 and 92.8 ± 5.12 at 24 months, respectively. The median TL scores were 68.5 (Interquartile range [IQR] 42.3-80) and 71.5 (IQR 62.3-77) and improved to 100 (IQR 96-100) and 100 (IQR 98-100) at 24 months in PLT and HT groups, respectively. FADI and AOSFA scores for the ankle were 100 preoperatively. They dropped to 98.05 ± 1.96 and 98.05 ± 2.24 at 3 months after PLT harvest. Both the scores improved to 100 by 6 months. Graft diameter averaged at 8.78 ± 0.95 mm in the PLT group and 8.12 ± 1.10 mm in the HT group. Conclusion: Harvesting PLT is relatively easier and faster, yielding sufficient-sized tendons consistently compared to HTs. Both performed similarly in regard to patient-reported outcome measures measured and followed over 2 years. No graft failures were there in both the groups. We conclude that PLTs perform similar to HT autografts when used for primary ACLR without any associated ankle site morbidity.",,,10.25259/JASSM_46_2024
Combined Anterior Cruciate Ligament and Posterolateral Corner Reconstruction: Modified Technique Using a Single Femoral Tunnel Using Hamstrings and Peroneus Longus Tendon,,"Corrêa V.N.M., Freire P.G.C., Paolucci P.H.O., Marques de Oliveira V., Mestriner M.B., Guglielmetti L.G.B., de Paula L. Cury R.",Arthroscopy Techniques (2025) 14:7 Article Number: 103557. Date of Publication: 1 Jul 2025,2025,1-Jul-25,"Posterolateral corner (PLC) injuries are uncommon injuries often associated with anterior cruciate ligament (ACL) lesions. Several difficulties, including graft, femoral tunnel convergence, and the need for multiple fixation devices, complicate the combined ACL and PLC reconstruction. The purpose of this Technical Note is to describe a combined ACL and PLC reconstruction technique, using hamstrings and peroneus longus autologous grafts, in which the same femoral tunnel for the ACL and fibular collateral ligament reconstruction is used.",,,10.1016/j.eats.2025.103557
Hamstring vs peroneous longus autograft for arthroscopic ACL reconstruction-which is better for Indian population?,,"Pardhasaradhy M., Shipra T., Babu S.K., Kumar K.R.",International Journal of Life Sciences Biotechnology and Pharma Research (2025) 14:7 (905-911). Date of Publication: 1 Jul 2025,2025,1-Jul-25,"Background: Hamstring autograft has been a popular option for ACL reconstruction. Of late, the use of Peroneus longus tendon has shown promising results. Indian population is predominantly kneeling population where squatting and sitting crossed are associated with daily living activities. This study involves the comparative analysis of the morbidities associated with both the grafts and the choice of autograft based on the Indian population needs. Methods: A Comparative cohort study was conducted on 60 patients who underwent ACL Reconstruction during 2022-2023.The patients were randomly assigned for either peroneus longus or hamstring autograft. After a follow-up of one year, the donor site morbidities were assessed using Lysholm score for knee and FADI (Foot and Ankle Disability Index) for ankle joint. Results: A significant statistical difference (p value = <0.001) was seen in the mean time required to harvest hamstring and peroneal grafts. After a mean follow up of 14.3 months (range 13-20 months), in patients with hamstring graft, the mean post operative Lysholm score was 89.6 ± 4.37 and in patients where peroneal graft was used, the mean score was 90.7± 3.9. Although the scores were statistically insignificant (p = 0.03), 20% of patients with hamstring graft, recorded VAS pain score >7/10 while deep squatting and loading heavy weights compared to peroneal graft patients with 6.7%. FADI scores of the donor side (97.9 ± 2.32) and contralateral side (99 ± 2.32) in patients with peroneal graft showed statistically insignificant results (p value = 0.06). Conclusion: Owing to the graft diameter, robust quality, tensile strength and lesser knee joint morbidity, Peroneus longus can be considered as a better alternative autograft to the Indian population. However, in athletes, a careful decision should be made as further long-term studies are required to assess the ankle joint morbidity due to this autograft.",,,10.69605/ijlbpr_14.7.2025.154
Comparative study of Peroneus longus tendon autograft versus Hamstring tendon autograft in arthroscopic anterior cruciate ligament reconstruction,,"Khalil M.H., Zawam S.H.",International Orthopaedics (2025) 49:6 (1365-1372). Date of Publication: 1 Jun 2025,2025,1-Jun-25,"Purpose: The purpose of this study is to compare the functional outcomes and donor site morbidities after anterior cruciate ligament reconstruction (ACLR) using peroneus longus (PL) tendon versus hamstring (HST) tendon autografts. Methods: The PL tendon autograft was used for ACLR in 36 patients, and in another group, ACLR was performed using the HST tendon autograft in 35 patients between September 2022 and April 2023. The knee functional outcomes were evaluated using the International Knee Documentation Committee (IKDC) and the Lysholm scores at preoperative and at 18 months following ACLR. In addition, the autograft diameter was measured intraoperatively in both groups. Ankle joint donor site morbidities were estimated using the American Orthopedic Foot and Ankle Score (AOFAS) in the PL autograft group. Results: A total of 71 patients, who underwent ACLR, were assessed with a minimum follow-up of 18 months (range 18–20 months). The diameter of the PL tendon autograft was significantly greater than that of the HST tendon autograft (P < 0.001). No significant differences were found in the functional outcomes between both groups at 18 months follow-up. Evaluation of the AOFAS showed no significant ankle joint dysfunction in the PL tendon autograft group. Conclusions: PL tendon autograft can be used as a safe and effective autograft choice for ACLR with excellent functional outcomes comparable to HST tendon autograft and minimal donor site morbidity. Level of evidence: Level II, Prospective randomized comparative study.",,40053066,10.1007/s00264-025-06468-6
MCL augmentation using a peroneus longus split tendon autograft satisfactorily restores knee stability with no impairment in foot function and with a low failure rate for concurrent ACL reconstruction,,"Hinz N., Müller M.M., Eggeling L., Drenck T., Breer S., Kowald B., Frosch K.-H., Akoto R.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA (2025) 33:6 (2122-2135). Date of Publication: 1 Jun 2025",2025,1-Jun-25,"PURPOSE: Addressing grade 2 and 3 medial-sided instabilities during anterior cruciate ligament (ACL) reconstruction is crucial to reduce the risk of ACL graft failure. This study introduced a minimally invasive, medial collateral ligament (MCL) augmentation technique using a peroneus longus split tendon autograft, which was fixed to the femoral deep MCL insertion and tibial superficial MCL insertion. METHODS: This prospective, longitudinal, single-centre case series included patients who underwent MCL augmentation concurrent with primary or revision ACL reconstruction due to anteromedial instability. Preoperatively and at 1-year follow-up, clinical examinations, such as rolimeter test of anterior tibial translation and medial instability, knee (International Knee Documentation Committee subjective knee form [IKDC], Lsyholm, Knee Injury and Osteoarthritis Outcome Score [KOOS]) and foot function scores (American Orthopaedic Foot and Ankle Society score [AOFAS]) and complications, were analyzed. RESULTS: Thirty-one patients with a mean follow-up of 13.5 ± 2.6 months and a mean age of 27.8 ± 9.6 years were included. The side-to-side difference for anterior tibial translation significantly improved from preoperative to 1-year follow-up with an ACL reconstruction failure rate of 6.5%. No patient retained a grade 2 or 3 medial instability on valgus stress testing with 30° flexion. Significant improvements from preoperative to 1-year postoperative follow-up were observed in knee function scores: IKDC (48.9 ± 26.9- 71.3 ± 11.5, p < 0.001) and Lysholm (59.9 ± 28.5-80.5 ± 11.2, p = 0.002) as well as KOOS pain, ADL, sport and QoL, each reaching the respective minimal clinically important difference values. The foot function score AOFAS showed no significant impairment (100 ± 0-99.3 ± 2.5, p = 0.250). Complications included cyclops lesions of ACL reconstruction in three patients. CONCLUSION: At 1-year follow-up, MCL augmentation using a peroneus longus split tendon autograft for patients simultaneously undergoing ACL reconstruction satisfactorily restores knee stability, has a low ACL reconstruction failure rate and does not significantly impair foot function. LEVEL OF EVIDENCE: Level IV therapeutic study; case series.",,39474848,10.1002/ksa.12522
Anterior Cruciate Ligament Reconstruction and Double Extra-Articular Reinforcement,,"Jorge P.B., Toledo M.B., Malpaga J.M.D., Helito C.P., Canuto S.M.D.G., Padua V.B.C.D., Oliveira D.E.D.",Arthroscopy Techniques (2025) 14:5 Article Number: 103456. Date of Publication: 1 May 2025,2025,1-May-25,"This study describes a technique for double extra-articular reinforcement associated with anterior cruciate ligament (ACL) reconstruction for patients with both internal and external rotational instability, using reinforcements from the hamstrings and the anterior half of the peroneus longus muscle. The technique involves using 2 reinforcements: one for anterolateral stabilization and the other for anteromedial stabilization. The procedure follows a detailed algorithm for diagnosing rotational instability through physical examination under anesthesia. This approach offers a solution for complex ACL injuries involving bidirectional rotational instability, aiming to optimize knee stability and reduce failure rates in ACL reconstruction.",,,10.1016/j.eats.2025.103456
Peroneus Longus Tendon Provides Thicker Longer Graft and Better Functional Outcomes as Compared to Semitendinosus Tendon at Minimum 18 Months Follow up: Assessment Done Using Modified All Inside ACL Reconstruction Technique,,,Journal of ISAKOS (2025) 12 Supplement 1 Article Number: 100495. Date of Publication: 1 May 2025,2025,1-May-25,"Abstract ID# 26070 All Authors: Nitesh Gahlot MBBS, MS Ortho, DNB Ortho, FACS, MNAMS INDIA Disclosure information for authors is available at https://isakos.com/2025/Papers. Summary: PL also provides longer harvested tendon length, thicker graft diameter, a longer graft and better functional outcomes after preparation for AI-ACLR, as compared to ST. Data: Introduction: The AI-ACLR has been studied by many authors using various graft options e.g. STG, ST, allograft, synthetic graft etc. Peroneus longus has not been assessed till now in AI-ACLR. We designed this study to assess the feasibility of PL tendon in AI- ACLR, compare various intraoperative and postoperative parameters with AI-ACLR done using ST graft. We have also described our modified technique of graft preparation which is more reproducible and does not require to adjust the tibial tunnel drilling depth. Material and methods: The study was conducted from January 2021 to December 2022. It was a prospective case control study with patients followed up for minimum 18 months. Patients having clinically and MRI proven ACL tears, aged between 18 to 50 years were included in the study. Patients having multiligament injuries, any fracture, meniscal injuries, pre-existing osteoarthritis of knee or BMI 30 kg/m2 were excluded from study. 57 patients were enrolled for the study. Patients were non-randomly divided into two groups according to the graft source. Group 1: operated with peroneus longus (PL) tendon graft; Group 2: operated using the semitendinosus (ST) tendon graft. All patients underwent AI-ACLR using our modified technique. 46 patients completed the followup and were included in final analysis (Group 1, n= 35; Group 2, n= 11). Results: Mean Age was 28 (17 - 36) years. Preoperative clinical examination was done in all the patients. Lachmann test was positive grade 2 in 10 (21.7%) patients and grade 3 in 36 (78.3%) patients. Anterior drawer was positive grade 2 in 14 (30.4%) patients and grade 3 in 32 (69.6%) patients. Pivot shift was grade 2 positive in 15 (32.6 %) patients and grade 3 in 31 (67.4 %) patients. The average time since injury till the surgery was 9.26 15.83 months (range 1–70 months). The mean graft length was 69.37 1.91 mm (65-75 mm). Mean surgical time was 60.3 8.75 minutes (range 47 – 75 minutes). Average followup duration was 24 4.8 months (range 18-29). The harvested tendon length was significantly longer in Group 1 (31.51 ± 2.41mm vs 29.0 ± 2.49mm) (P=0.005). Group 1 also had significantly thicker graft diameter (P=0.021) (8.87±1.16mm vs 8.09 ± 0.30mm), better followup KOOS score (P<0.001; 68.86 ± 6.1 vs 60.09 ± 5.65), Lysholm score (P=0.038; 69.46 ± 4.62 vs 65.73 ± 6.25) and IKDC score (P=0.045; 59.26 ± 3.81 vs 56.18 ± 5.65). The followup VAS score was better in Group 2 (1.34 ± 0.54 vs 1.36 ± 0.51) but the difference was not statistically significant (P=0.910). The mean surgical time was slightly less in Group 1 (59.89 ± 9.32min vs 61.64 ± 6.82min) but the difference was not statistically significant (P=0.506). Conclusion: Our modified technique of AI-ACLR using PL autograft provides significantly better functional scores with no loosening of graft and with no major complications, at minimum 18 months followup as compared to ST autograft. Use of PL also provides longer harvested tendon length, thicker graft diameter, a longer graft after preparation for AI-ACLR.",,,10.1016/j.jisako.2025.100495
A PROSPECTIVE STUDY OF ARTHROSCOPIC PRIMARY ACL RECONSTRUCTION WITH IPSILATERAL PERONEUS LONGUS TENDON GRAFT,,"Rehncy J.S., Bakshi A.S., Mangoch R., Sahni G., Mehta H., Seth A., Kumar H., Kumar A.",International Journal of Current Pharmaceutical Research (2025) 17:3 (33-36). Date of Publication: 1 May 2025,2025,1-May-25,"Objective: To evaluate the functional viability of PLT for ACL reconstruction while assessing potential impacts on ankle function from the donor site. Methods: It was a prospective study which included 40 patients with ACL tears who presented to the outpatient department (OPD) and emergency department of Government Medical College, Patiala. All participants underwent ACL reconstruction surgery utilizing a peroneus longus tendon (PLT) autograft via an arthroscopic single-bundle technique. Functional evaluation was done by International Knee Documentation Committee (IKDC) score. Results: The study involved 40 patients with ACL tears, predominantly young males (mean age 27.85±7.65 y), with 82.50% affected on the right side. The majority of injuries were due to roadside accidents (42.50%) and sports (37.50%). Significant differences in knee flexion were observed between affected (121.27±3.93°) and unaffected sides (124.92±3.51°, p<0.0001). Pre-operative VAS scores reflecting severe pain (7.02±0.92) decreased substantially post-operation to 1.90±0.90 (p<0.00001). Functional outcomes showed significant improvement over time, with no significant difference in ankle eversion between the sides (p = 0.34). Conclusion: The PLT emerges as a promising autograft option for ACL reconstruction, particularly in multi-ligament injuries and revision cases, delivering excellent clinical outcomes comparable to traditional grafts. The PLT graft effectively restores knee stability while preserving range of motion along with muscle strength in the ipsilateral ankle, highlighting its viability as a suitable alternative with minimal complications and donor site morbidity.",,,10.22159/ijcpr.2025v17i3.55049
Delayed Primary Repair of Patella Tendon Tear with Autologous Soft-tissue Graft Augmentation: A Report of Two Cases,,"Shevate I.R., Khajanchi S.A., Salunkhe R., Cheemala V.R.",Journal of Clinical and Diagnostic Research (2025) 19:5 (RD04-RD08). Date of Publication: 1 May 2025,2025,1-May-25,"A patellar tendon rupture is an infrequent injury that results in the loss of active knee extension, leading to significant disability. Chronic patellar tendon ruptures are challenging to manage due to the proximal retraction of the patella, contracture, atrophy of the quadriceps muscle and scarring of the surrounding tissues. Delayed primary repair of patellar tendon tears with autologous soft-tissue graft augmentation is an effective surgical technique for restoring knee extensor function and structural integrity in cases where immediate repair is not feasible. This case report discusses two cases in which the patellar tendon tear was neglected, resulting in the loss of both extension and flexion of the knee, thus causing difficulties in daily living. The patients presented late to the orthopaedic Outpatient Department (OPD) with patellar tendon injuries, which were treated by delayed primary repair with soft-tissue autograft augmentation utilising semitendinosus grafts. This study highlights the fact that this approach provides strong tendon reinforcement, minimises the risk of re-rupture and promotes robust tendon healing by leveraging the biological benefits of autologous tissue. The outcomes of this study suggest good functional recovery, improved stability and satisfactory Range of Motion (ROM) in the knee.",,,10.7860/JCDR/2025/77872.21019
